word,bits,freq
dizzy,2.9356966,13553.778562
djinn,3.1164205,492.209675
djins,4.3499703,17.425800
doabs,5.187116,37.721594
doats,5.551332,112.548381
dobby,3.436224,296.407612
dobes,5.294129,8.861952
dobie,4.93276,42.679832
dobla,4.735,24.588350
doble,4.871914,312.234940
dobra,4.8459816,75.819383
dobro,3.8224726,130.537285
docht,4.232801,11.755526
docks,4.6416073,33837.125735
docos,4.240608,7.811801
docus,4.8745213,14.480497
doddy,2.9712396,23.194458
dodge,4.0230527,7419.437981
dodgy,3.4859376,1196.598835
dodos,3.6612298,129.802459
doeks,5.1676173,11.684888
doers,5.6350117,5017.955710
doest,5.2903767,2077.673403
doeth,4.809559,4805.925171
doffs,3.8570607,186.651691
dogal,4.7467713,16.187044
dogan,4.7283154,8.806001
doges,5.2981405,259.897474
dogey,4.695226,2.426208
doggo,2.8499315,91.860002
doggy,3.4720197,1175.343975
dogie,4.9348917,47.072852
dogly,4.340098,3.764573
dogma,4.4932375,22108.996789
dohyo,3.409038,21.048080
doilt,4.9549327,1.674488
doily,4.7753887,681.668523
doing,4.537749,1068850.513072
doits,5.379293,55.473994
dojos,3.7251325,43.451728
dolce,4.9731097,1116.986599
dolci,4.6162176,130.370173
doled,4.4310646,1817.417250
dolee,4.5975375,9.643468
doles,5.6699853,1484.288352
doley,5.0667214,3.994241
dolia,5.1502924,105.855885
dolie,5.3075204,12.016255
dolls,4.5319796,18574.642390
dolly,3.926001,3098.079724
dolma,4.857039,43.632421
dolor,4.1899033,1631.986888
dolos,4.525886,147.425091
dolts,5.286626,362.086122
domal,4.866515,413.508172
domed,4.184626,6590.015749
domes,5.426387,13793.903426
domic,4.3941793,39.502816
donah,4.8220243,11.601630
donas,5.540042,84.807748
donee,4.5722575,10822.280922
doner,5.2954903,199.673524
donga,4.7238617,263.660280
dongs,4.9160743,89.779406
donko,3.6867032,6.914757
donna,4.2877173,3750.341279
donne,4.4252734,2366.003721
donny,3.880968,28.216613
donor,4.1834207,80366.991784
donsy,4.838329,2.596023
donut,4.700572,1774.197636
doobs,4.1745043,3.834159
dooce,4.2021065,40.349123
doody,3.0903451,37.027834
doofs,4.02257,5.776453
dooks,4.187062,36.622504
dooky,3.5750086,6.610163
doole,4.4747853,32.901171
dools,4.5530148,7.447406
dooly,3.9431062,61.415604
dooms,4.305824,1243.817125
doomy,3.6950128,46.595657
doona,4.3118753,286.623554
doorn,4.183332,23.766061
doors,4.6571474,230578.588722
doozy,3.2043004,283.016587
dopas,5.3090463,2.763682
doped,4.1626434,19969.863821
doper,5.0678163,104.631229
dopes,5.405901,534.029949
dopey,4.7960424,679.806736
doppe,4.127524,5.081838
dorad,4.5005865,3.000937
dorba,4.885193,1.668788
dorbs,5.0789814,0.0
doree,4.7470512,117.642407
dores,5.806517,329.083890
doric,4.794087,126.088545
doris,5.532602,203.796980
dorje,4.605956,60.959916
dorks,5.090945,109.267571
dorky,4.4890375,323.624462
dorms,5.2062025,2523.345518
dormy,4.6084065,27.402545
dorps,5.2095284,34.559112
dorrs,4.692019,8.653797
dorsa,5.434781,177.870236
dorse,5.551235,308.081512
dorts,5.4402833,5.684284
dorty,4.843798,11.704227
dosai,5.2951856,40.347441
dosas,4.7775893,240.393280
dosed,4.60876,3754.522642
doseh,5.1404295,3.147903
doser,5.5005984,121.269021
doses,4.8749948,131798.906823
dosha,4.942464,251.531889
dotal,5.0567546,264.934377
doted,4.3798485,1535.542248
doter,5.2803516,38.947157
dotes,5.6164045,859.928404
dotty,3.8859844,584.036821
douar,5.0964756,93.216700
doubt,4.3524346,827920.220947
douce,4.8026643,922.722735
doucs,4.8919854,6.594111
dough,4.095073,34745.164988
douks,4.805313,2.536630
doula,4.9358997,341.581006
douma,4.684352,35.475196
doums,4.9191074,3.600438
doups,4.9243994,24.397530
doura,5.045359,36.820168
douse,5.2440233,1016.223558
douts,5.1585674,19.874295
doved,3.7797074,7.799586
doven,4.5672674,15.806718
dover,4.685285,189.940357
doves,5.023048,9908.991254
dovie,4.6568365,4.395308
dowak,4.2331786,4.455674
dowar,4.720506,15.495989
dowds,3.9148192,7.015683
dowdy,3.307625,1308.048657
dowed,3.885991,165.797318
dowel,4.6977262,3841.358546
dower,4.790937,19979.417252
dowfs,4.2388654,0.0
dowie,4.757324,113.240624
dowle,4.7016106,26.486683
dowls,4.7681456,5.939575
dowly,4.1601005,10.396229
downa,4.534284,71.274031
downs,4.7380285,17681.306119
downy,4.1356077,8082.519839
dowps,4.518986,4.061909
dowry,4.2707944,12549.004984
dowse,4.868976,114.656571
dowts,4.756854,3.672209
doxed,3.6183085,7.903365
doxes,4.8593354,26.296560
doxie,4.4922895,22.661850
doyen,4.9244123,1084.597852
doyly,3.7864347,4.226898
dozed,3.6739995,4746.568325
dozen,4.462814,191282.146594
dozer,4.5782504,1421.250907
dozes,4.9150314,482.457362
drabs,5.1375546,415.153409
drack,4.4429502,10.046954
draco,4.875091,247.065935
draff,3.6611347,159.968850
draft,4.5595856,252585.823287
drags,5.1671653,7653.398520
drail,5.1375003,17.613837
drain,5.134598,97594.585351
drake,5.074086,1551.493074
drama,4.1398854,140616.594593
drams,5.26108,2358.963898
drank,4.677712,61689.848790
drant,5.036478,32.100199
drape,5.1936107,3961.099232
draps,5.266633,115.606532
drapy,4.6728377,6.438552
drats,5.4999537,7.178245
drave,4.8017607,674.506046
drawl,4.497272,3133.769225
drawn,4.5050464,609903.728905
draws,4.974778,91863.692010
drays,5.1923714,1172.646203
dread,4.5213795,58098.882705
dream,5.0676527,249003.359940
drear,4.561197,2356.908704
dreck,4.381958,133.736341
dreed,3.6330328,57.604171
dreer,3.6672792,3.823378
drees,4.86345,68.078398
dregs,5.1052837,5500.310129
dreks,5.0873394,1.841632
drent,4.984745,21.521857
drere,3.6583266,10.310750
dress,4.6322308,241830.317592
drest,5.200207,1764.627177
dreys,5.128166,30.104456
dribs,4.93539,210.409668
drice,4.9883103,11.711541
dried,4.4580646,180088.204077
drier,4.492749,17006.576040
dries,5.6864243,10698.285993
drift,4.357621,102331.951973
drill,4.063306,102391.870762
drily,4.6852336,3279.032836
drink,4.4659934,273748.618986
drips,5.062984,3547.705089
dript,4.632077,11.501515
drive,4.616515,421125.289520
drock,4.2749543,21.829309
droid,4.2172503,654.963161
droil,4.966097,13.069223
droit,5.0120273,7714.216799
droke,4.913486,6.161799
drole,5.255434,84.640341
droll,4.1005588,4449.061156
drome,5.0258975,553.716814
drone,5.2363925,9387.997177
drony,4.715932,14.076241
droob,3.7764747,2.814900
droog,3.805524,67.095069
drook,3.8056674,4.575902
drool,4.123849,1640.631692
droop,3.8950934,5638.034606
drops,5.1037507,118280.363103
dropt,4.6692266,2097.887583
dross,4.527136,5264.757452
drouk,4.4110026,2.493669
drove,4.641246,161518.073475
drown,4.331365,16428.075008
drows,4.807464,32.890208
drubs,4.716392,27.392320
drugs,4.745446,316116.651367
druid,3.9625316,926.066485
drums,4.837349,46573.476664
drunk,4.251211,85441.234760
drupe,4.77742,1130.630258
druse,5.184135,133.199272
drusy,4.6576233,435.099451
druxy,3.6896458,2.860683
dryad,4.031847,385.710910
dryas,5.235724,117.119149
dryer,4.111554,15102.973859
dryly,3.677678,6654.407186
dsobo,3.6981854,0.0
dsomo,3.830881,0.0
duads,4.4530373,34.997255
duals,5.307299,1019.129876
duans,5.266379,6.371969
duars,5.4041467,33.702553
dubbo,3.391341,2.573796
dubby,3.1342993,15.293512
ducal,4.564925,4367.411730
ducat,4.5905004,954.740579
duces,5.0959544,4122.126681
duchy,3.7611067,7797.555142
ducks,4.3446474,31458.107659
ducky,3.738608,332.666443
ducti,4.30349,98.569281
ducts,4.7091293,34251.452256
duddy,2.6695855,181.667496
duded,3.2429106,47.548083
dudes,4.515985,1767.498039
duels,5.249559,3466.724913
duets,5.2333584,2956.043134
duett,4.0282,117.710218
duffs,3.558978,60.325009
dufus,3.6133695,33.631450
duing,4.2402163,132.185684
duits,5.0935216,59.692129
dukas,4.9187346,50.215189
duked,3.7234988,32.598098
dukes,4.9748836,7208.026394
dukka,3.5715766,28.868665
dukun,3.2923875,126.356001
dulce,4.669378,922.499967
dules,5.3808055,65.574882
dulia,4.902171,69.324173
dulls,4.2333126,975.554508
dully,3.6222072,3163.677085
dulse,5.1087804,245.602270
dumas,5.069114,84.631197
dumbo,4.02237,52.137902
dumbs,4.375927,39.423824
dumka,4.2282486,177.951543
dumky,3.7883968,9.894661
dummy,3.2986722,22657.988153
dumps,4.5059094,10628.429859
dumpy,3.8968143,1251.816238
dunam,4.589314,235.025145
dunce,4.6401854,1837.558040
dunch,3.949024,13.543223
dunes,5.348669,19594.427097
dungs,4.613796,89.319736
dungy,4.0119295,50.508624
dunks,4.6093736,176.576339
dunno,3.8350039,3323.019891
dunny,3.5783987,106.036508
dunsh,4.4360723,2.492026
dunts,4.9580297,13.781711
duomi,4.450365,1.802564
duomo,3.6728776,227.287315
duped,3.868844,4426.558102
duper,4.776916,235.903652
dupes,5.1209455,2945.974295
duple,4.6810837,811.013875
duply,4.140113,13.064756
duppy,3.2835138,103.285473
dural,4.971921,3071.085810
duras,5.456417,137.593592
dured,4.2838044,107.114424
dures,5.5191455,1161.745883
durgy,4.207596,0.0
durns,5.110068,4.096350
duroc,4.547004,6.854620
duros,5.2704477,136.381879
duroy,4.663633,11.808878
durra,4.2225704,309.113545
durrs,4.39254,2.129304
durry,3.7874322,17.978790
durst,4.902347,7084.525621
durum,3.6080563,3772.135200
durzi,4.0068374,6.896791
dusks,3.8485117,112.390830
dusky,4.1949964,18403.693656
dusts,4.195191,7744.451188
dusty,4.548571,30483.897726
dutch,3.9289396,1268.092184
duvet,4.3062744,1589.030419
duxes,4.575419,8.672075
dwaal,3.721053,27.370958
dwale,4.7867813,21.504184
dwalm,4.1707067,2.561812
dwams,4.609021,5.181204
dwamy,4.006513,0.0
dwang,4.0128493,10.844107
dwarf,4.0077686,31141.793045
dwaum,3.9971743,2.958713
dweeb,3.4058282,223.445137
dwell,3.583548,71665.715010
dwelt,4.370631,36071.770846
dwile,4.6022406,3.843604
dwine,4.560064,18.286512
dyads,4.25482,3142.457362
dyers,5.148019,2273.914644
dying,4.075477,167777.361579
dyked,3.5581791,154.783399
dykes,4.7795944,11518.124365
dykey,3.5668497,26.156291
dykon,4.0853233,1.941591
dynel,4.7454286,48.130165
dynes,5.15247,1990.605741
dynos,4.900762,19.124272
dzhos,4.0834723,0.0
eager,4.488638,107901.483247
eagle,4.4079866,38649.738942
eagly,4.7969913,5.828593
eagre,4.515035,37.417400
ealed,4.602309,190.640449
eales,5.199984,23.617274
eaned,4.575586,28.118029
eards,5.723561,50.811824
eared,4.752624,6058.027709
earls,5.898267,5345.500104
early,5.284292,1957855.221565
earns,5.8786063,14882.295072
earnt,5.4649434,115.755022
earst,5.6886783,174.387129
earth,5.20625,779016.220288
eased,4.780547,28496.663580
easel,4.9409814,6235.472277
easer,5.035728,81.127827
eases,4.4027963,9289.844019
easle,4.952067,8.168884
easts,4.9783583,152.992936
eaten,4.695799,91901.826385
eater,4.8126917,7580.603796
eathe,4.3960366,16.286967
eatin,5.3385353,1053.079837
eaved,3.9535606,98.770974
eaver,4.2060885,101.552544
eaves,4.5529304,8954.517129
ebank,4.42303,4.854317
ebbed,2.932868,3061.672314
ebbet,3.1067805,1.397191
ebena,4.049677,22.307919
ebene,3.2128637,45.356151
ebike,3.6999078,5.404922
ebons,5.066397,3.683423
ebony,4.4596267,7053.179560
ebook,3.5432985,3944.008619
ecads,5.148935,18.780380
ecard,4.8931994,6.410882
ecash,4.80341,33.462511
eched,3.5265532,7.614995
eches,4.117976,35.895919
echos,4.779183,409.459090
ecigs,4.8061895,1.844207
eclat,4.938516,1074.705834
ecole,4.18801,562.336459
ecrus,5.0645123,4.010832
edema,3.975234,36056.475995
edged,2.9437468,36171.004552
edger,3.8358023,864.347592
edges,4.1772285,175735.042415
edict,4.5093226,15673.076455
edify,4.067092,1669.283710
edile,4.199724,41.480353
edits,5.2017045,4820.765515
educe,3.6867924,535.059379
educt,4.2694473,247.940187
eejit,3.6500611,161.147522
eensy,4.305872,28.577091
eerie,4.000019,9856.329522
eeven,3.0748792,52.479228
eever,3.1952114,30.797458
eevns,4.119361,0.0
effed,2.7399871,72.097539
effer,2.9944608,178.357406
efits,4.9204354,314.668809
egads,5.0609865,7.553050
egers,4.371325,3.893880
egest,4.0219145,16.442100
eggar,4.061506,18.684064
egged,2.9374197,1211.805349
egger,3.1916592,45.535822
egmas,5.0248384,0.0
egret,4.1512637,997.507002
ehing,4.30898,11.271277
eider,4.3911633,1151.771543
eidos,5.381608,680.346692
eight,4.383259,813203.760461
eigne,4.1121683,111.291733
eiked,3.9461286,6.964102
eikon,4.717189,123.438015
eilds,5.326405,2.220025
eiron,5.2603927,68.272632
eisel,4.7001224,30.377573
eject,3.1776793,5815.504770
ejido,4.1116843,1172.332485
ekdam,4.3577824,2.852011
eking,4.1978636,1011.226496
ekkas,4.3585653,30.939789
elain,5.240345,37.286291
eland,5.031735,1389.537924
elans,5.5985947,48.126641
elate,4.6448812,1114.801992
elbow,4.134532,56778.029130
elchi,4.3242297,10.395808
elder,4.2281103,80394.877799
eldin,4.7841334,11.484772
elect,3.9597807,109551.596867
eleet,3.6629786,57.743086
elegy,3.7081141,5202.303701
elemi,4.004955,200.415470
elfed,3.673749,3.093117
elfin,4.4431105,1635.826352
eliad,5.162172,1.228569
elide,4.259117,603.144173
elint,4.9782996,25.500653
elite,4.460319,79794.437765
elmen,4.096364,8.750189
eloge,4.128655,104.097829
elogy,4.5390105,17.602884
eloin,5.0748577,4.618139
elope,4.2373953,1435.690897
elops,5.2576084,19.118881
elpee,3.480385,2.834075
elsin,5.1702123,5.234384
elude,4.023012,8028.513292
elute,4.221449,1129.940749
elvan,4.5447927,144.760045
elven,3.6986613,706.271000
elver,3.8033347,101.883276
elves,4.1849313,5265.726246
emacs,5.1044507,466.470062
email,5.008237,42538.487039
embar,4.6871295,308.574379
embay,4.3896565,64.161316
embed,3.562459,4566.963401
ember,3.8147187,3235.965521
embog,4.0215173,2.330181
embow,3.8444247,4.965780
embox,3.613718,2.338714
embus,4.562201,12.171956
emcee,3.1796522,694.955460
emeer,3.4690988,21.015126
emend,3.7767754,1379.625786
emerg,3.6922283,682.783015
emery,3.882196,5744.560214
emeus,4.2376604,19.672626
emics,4.9191127,51.873506
emirs,5.301099,1074.391081
emits,5.1940613,8789.385483
emmas,4.5442867,8.287645
emmer,3.3398747,796.004987
emmet,3.2615278,127.603701
emmew,2.7218435,8.191711
emmys,3.9266648,5.737580
emoji,3.9884915,423.078191
emong,4.372451,137.122379
emote,4.209407,296.937973
emove,3.5600984,79.619314
empts,4.8300195,530.805680
empty,4.2154408,262802.351632
emule,3.9433706,6.536945
emure,4.050193,6.933082
emyde,3.5951772,1.679357
emyds,4.587711,4.348882
enact,4.8736677,56011.365744
enarm,4.9735603,3.983678
enate,4.5680943,446.630895
ended,3.262956,339598.588282
ender,4.15417,852.353173
endew,3.556339,8.767873
endow,4.215192,7896.586524
endue,3.9024546,378.708429
enema,4.146123,6257.412843
enemy,3.7173724,457647.539929
enews,4.03803,11.905753
enfix,3.6309838,2.245244
eniac,4.9107213,16.020079
enjoy,3.969707,274733.366316
enlit,4.946305,5.371356
enmew,3.5207431,5.852537
ennog,3.7967472,0.0
ennui,3.9099982,3720.933397
enoki,4.608533,65.990879
enols,5.404131,168.183909
enorm,4.8196845,79.287602
enows,4.867535,2.929695
enrol,5.047894,3403.922243
ensew,3.9610372,42.564836
ensky,4.4574256,8.553475
ensue,4.2970567,18026.154807
enter,4.3319774,555257.816746
entia,5.14199,252.159860
entre,4.3360596,9627.633744
entry,4.732047,434431.526052
enure,4.225151,1361.761696
enurn,4.0193663,1.463294
envoi,4.307074,302.267817
envoy,4.1321235,15623.422286
enzym,3.5425532,258.390871
eolid,5.0769587,23.978712
eorls,5.7089615,31.521725
eosin,5.350079,5300.437377
epact,4.6935596,141.766390
epees,3.8202503,17.248283
epena,4.1847005,11.311473
epene,3.3453474,1.960969
ephah,3.7468925,794.962883
ephas,5.0145216,4.866293
ephod,4.2552047,1512.235255
ephor,4.5086923,86.034594
epics,4.9239626,6377.374285
epoch,4.2126756,44261.712769
epode,4.0206394,247.640796
epopt,3.9574323,9.073581
epoxy,3.812353,19962.336822
eppie,3.3303318,3.381657
epris,5.355939,19.475778
equal,4.152188,1004552.954687
eques,3.7985816,390.102528
equid,3.8469005,170.441179
equip,3.7180266,29481.812483
erase,4.9417562,14334.750096
erbia,5.041298,93.078792
erect,4.107985,98619.630530
erevs,4.164721,0.0
ergon,4.7697964,326.872473
ergos,5.256945,16.121668
ergot,4.829008,4841.269679
erhus,4.977961,2.354169
erica,5.135132,438.909964
erick,4.5333652,287.816910
erics,5.328484,44.984273
ering,4.73793,2108.699479
erned,4.326206,347.374802
ernes,4.917432,191.060721
erode,4.421252,8126.781035
erose,4.784329,432.274298
erred,3.614496,45372.838831
error,3.653762,660038.445370
erses,4.1676936,40.288999
eruct,4.6813526,17.130957
erugo,4.6588736,5.340295
erupt,4.70914,5296.512526
eruvs,4.7395005,5.524645
erven,3.8446622,286.121743
ervil,4.5060673,3.385381
escar,5.122671,17.895033
escot,4.847398,13.016854
esile,4.5256844,8.183171
eskar,5.008817,9.269068
esker,4.1329107,908.399758
esnes,3.8958693,3.870627
esrog,4.9036255,66.801989
essay,4.3092327,139452.982851
esses,3.125962,1008.239443
ester,4.49681,29907.469814
estoc,4.783392,20.948591
estop,4.821837,2869.521511
estro,5.1603084,110.210303
etage,4.198774,188.744437
etape,4.3102922,106.105311
etats,4.779167,347.580488
etens,4.5223184,2.346518
ethal,4.72441,47.271457
ether,3.9916072,88391.676864
ethic,4.237051,21396.909682
ethne,3.855098,75.979101
ethos,4.9892273,16988.437544
ethyl,4.1429543,36458.413325
etics,5.085736,104.927554
etnas,5.526959,9.955638
etrog,4.7393513,119.088685
ettin,4.100905,43.422823
ettle,3.459265,72.659079
etude,3.9189475,1945.224884
etuis,5.2049217,29.441320
etwee,3.1104739,12.364315
etyma,4.5525947,113.950419
eughs,4.5817733,1.947684
euked,3.7216945,0.0
eupad,4.719189,9.351854
euros,5.521681,4218.757797
eusol,5.113029,82.039500
evade,3.8054857,23487.411964
evegs,3.6737628,1.796077
evens,3.990269,753.479939
event,3.5553162,661856.602228
evert,3.696927,475.457402
every,3.5135038,3379548.064656
evets,4.019795,6.062251
evhoe,3.439076,0.0
evict,4.127275,2858.657568
evils,4.8331795,74273.063190
evite,3.815654,38.518924
evohe,3.4989753,3.258354
evoke,3.4717379,20357.413880
ewers,4.245956,522.073602
ewest,3.9073853,22.538572
ewhow,3.224647,2.422426
ewked,3.2876263,0.0
exact,4.169301,287880.123154
exalt,4.4433765,8664.183259
exams,4.623302,18477.030146
excel,3.297667,17030.876226
exeat,3.732575,563.612169
execs,3.5980322,1145.357563
exeem,2.6084173,5.211732
exeme,2.600412,7.064067
exert,3.552543,61982.921779
exfil,3.6874392,47.373543
exier,3.773647,2.796920
exies,4.1207356,9.073973
exile,3.6617908,65283.880422
exine,3.6170807,1135.724006
exing,3.8152242,67.837994
exist,4.439979,556145.805063
exite,3.6658382,50.822571
exits,4.678264,16689.165486
exode,3.4913578,76.270266
exome,3.4408638,296.154258
exons,4.676596,2749.846859
expat,4.189584,594.925861
expel,3.3156252,16451.978641
expos,4.43306,441.850762
extol,4.1971316,3679.387438
extra,4.4726586,356053.684134
exude,3.2275453,2407.561318
exuls,4.4517283,2.078601
exult,4.0150585,2585.663490
exurb,3.7209332,47.044536
eyass,4.555461,18.602405
eyers,4.494162,16.530193
eying,4.3539815,1144.589376
eyots,5.2183046,30.587354
eyras,5.524846,1.800766
eyres,4.691554,124.840444
eyrie,4.3517523,1010.627228
eyrir,4.1619086,14.156440
ezine,3.672076,58.919837
fabbo,3.4925215,2.821832
fabby,3.280872,8.174820
fable,4.716629,18286.082966
faced,4.6422725,228182.126599
facer,4.8956084,342.607017
faces,5.2345,234891.347122
facet,4.8196783,19570.676843
facey,4.619252,9.145495
facia,3.837325,707.325647
facie,4.8786783,47805.071068
facta,3.7514508,2662.565159
facto,4.4856644,39168.917604
facts,4.8779373,839520.226676
facty,4.2710342,9.069956
faddy,3.5067065,86.816916
faded,4.0577164,54874.803744
fader,4.9575667,1633.090399
fades,5.2953696,12028.215427
fadge,4.5230746,64.476988
fados,5.016749,24.353114
faena,4.222401,67.347717
faery,4.8689337,1176.896786
faffs,3.2947466,7.923424
faffy,2.6790564,2.038820
faggy,3.3162117,50.322698
fagin,4.4036,7.087351
fagot,4.4247885,567.539472
faiks,4.8915257,5.565227
fails,5.2538457,177531.885786
faine,5.1121354,654.629861
fains,5.2033863,40.634428
faint,4.775879,99019.210716
faire,5.265095,21960.896348
fairs,5.355113,24761.939384
fairy,4.7362776,45387.027776
faith,4.529962,645204.775768
faked,4.5118375,3521.354063
faker,4.768005,549.634591
fakes,5.1143794,2122.358438
fakey,4.494143,31.404059
fakie,4.7577024,32.671066
fakir,4.5442758,1017.177614
falaj,3.2716198,87.439698
fales,5.520155,67.387644
falls,4.3839455,237100.666191
false,5.266161,373710.848579
falsy,4.7225266,13.602702
famed,4.679409,19579.614827
fames,5.2782464,1527.352755
fanal,3.9879067,21.961944
fancy,4.2467017,128322.393493
fands,4.930306,57.928520
fanes,5.486118,576.889875
fanga,3.6378403,20.137000
fango,4.3677354,67.075237
fangs,4.7672815,8433.561792
fanks,4.765705,24.734401
fanny,3.724241,1006.131712
fanon,3.9458458,43.025807
fanos,5.1882706,5.557286
fanum,4.2697983,84.451869
faqir,4.0495605,170.556204
farad,4.086715,518.636608
farce,4.9782157,17005.075161
farci,4.6238832,42.833347
farcy,4.435844,474.941411
fards,5.117714,18.513972
fared,5.0734572,12721.827357
farer,4.445145,172.402988
fares,5.663171,38826.978201
farle,5.2182446,17.388185
farls,5.2802224,28.436760
farms,5.0582347,212652.756361
faros,5.3713937,108.104294
farro,4.1470184,155.885568
farse,5.4126325,21.351159
farts,5.3069925,949.253296
fasci,4.6522613,224.908220
fasti,4.931689,347.580996
fasts,4.3602834,4057.172249
fatal,3.985397,147627.477965
fated,4.875894,13136.898221
fates,5.479266,8019.944728
fatly,4.50814,175.180974
fatso,4.9233546,105.203542
fatty,3.745063,78476.661024
fatwa,3.4469514,1100.650121
fauch,3.9895372,5.451949
faugh,3.9397058,87.676559
fauld,4.4546432,74.612313
fault,4.584946,265036.021083
fauna,3.850585,49706.428550
fauns,4.9846835,594.432446
faurd,4.5662746,3.532661
faute,4.9234,693.013363
fauts,5.024991,23.039507
fauve,4.272788,111.131067
favas,3.8607593,59.666453
favel,4.426651,11.532859
faver,4.5284524,92.385988
faves,4.8735595,107.036961
favor,4.2777815,423326.426540
favus,4.368601,521.879626
fawns,4.601417,2259.914454
fawny,3.9912126,19.049641
faxed,4.1170945,2136.576995
faxes,4.71365,1955.525272
fayed,4.632692,51.784352
fayer,4.8830566,105.883800
fayne,4.764531,274.389892
fayre,4.903019,1569.605244
fazed,4.1701865,648.606846
fazes,4.7669168,65.244765
feals,5.3929677,40.158201
feard,4.922533,144.697235
feare,4.4686117,4143.823241
fears,5.4914684,125142.266696
feart,5.0794525,61.356839
fease,4.533339,19.815008
feast,5.1589446,71713.080545
feats,5.3861647,13057.943951
feaze,3.6175604,22.498376
fecal,4.6562486,14229.142450
feces,4.2343082,16335.833346
fecht,4.046086,131.981035
fecit,4.4983954,2199.104056
fecks,4.448194,14.025814
fedai,4.751325,9.156092
fedex,3.1069453,12.367170
feebs,4.023316,24.820691
feeds,4.204226,55276.527326
feels,4.4094434,183760.257789
feely,3.7895515,465.158139
feens,4.3687687,4.743780
feers,4.5085707,18.897857
feese,3.5416908,10.922074
feeze,2.6210268,13.327722
fehme,3.4648025,1.306417
feign,4.3939996,3849.323088
feint,4.745068,2620.780796
feist,4.97966,102.686731
felch,4.0849557,4.327383
felid,4.6264343,123.863670
felix,4.0023017,709.404953
fella,4.1559567,3981.188563
fells,4.3459587,1872.007795
felly,3.7234926,693.863447
felon,4.7102985,6820.637966
felts,5.1102905,2444.648754
felty,4.4962125,233.207445
femal,4.697621,123.346694
femes,4.278601,229.077085
femic,4.210162,259.995392
femme,2.9886284,5686.758390
femmy,3.3961568,12.157264
femur,4.376769,20914.855922
fence,3.7920907,105906.774824
fends,4.8783684,530.392587
fendy,4.2715116,8.620075
fenis,5.173912,6.345346
fenks,4.715332,5.397255
fenny,3.6740599,284.099376
fents,5.075576,67.004499
feods,5.037008,7.688752
feoff,2.96353,48.601726
feral,5.0682907,5149.670123
ferer,3.4509625,86.811248
feres,4.6709304,154.049432
feria,5.141735,382.447419
ferly,4.6295114,60.815993
fermi,4.6053863,401.133500
ferms,5.0157185,162.835783
ferns,5.22032,15791.425550
ferny,4.6126256,380.439949
ferox,4.148173,701.960889
ferry,3.8842947,40934.088784
fesse,3.4927258,538.842882
festa,5.1061773,856.595345
fests,4.314084,315.672962
festy,4.6530976,8.224097
fetal,4.899191,53196.329032
fetas,5.361828,6.580663
fetch,4.0419297,35487.452026
feted,3.8782635,1439.107515
fetes,4.4818754,1287.470185
fetid,4.58162,4437.170732
fetor,4.8350387,487.879993
fetta,4.126575,28.028206
fetts,4.304431,5.017194
fetus,4.914863,33434.531350
fetwa,4.353577,25.963761
feuar,4.905831,162.322041
feuds,4.780269,7016.150797
feued,3.7851832,239.215183
fever,3.5328424,206523.387685
fewer,3.6506932,181199.025248
feyed,3.6391366,2.288930
feyer,3.8913538,28.880389
feyly,3.5830972,3.272229
fezes,3.7683618,78.200591
fezzy,2.8090029,4.445441
fiars,5.2768784,160.546650
fiats,5.177538,559.090247
fiber,4.5573993,147282.698920
fibre,4.573584,66464.076525
fibro,4.261394,2305.903158
fices,4.989291,1331.766630
fiche,4.1886797,5805.462546
fichu,3.588603,339.830066
ficin,3.3615797,158.870649
ficos,4.7023115,11.428026
ficta,4.4295263,249.388283
ficus,4.43831,676.431772
fides,5.0536566,5488.880358
fidge,4.267951,20.748528
fidos,4.7844963,11.982165
fidus,4.5219054,171.190053
fiefs,4.2152643,3173.916342
field,4.568381,1794595.837243
fiend,4.5286384,8293.400876
fient,4.678933,63.052402
fiere,4.2269597,130.986981
fieri,3.9964232,3304.112457
fiers,5.2420053,289.046755
fiery,4.618452,36813.646831
fiest,4.9045258,34.180025
fifed,3.742762,49.088460
fifer,3.9958315,328.353479
fifes,4.342766,808.417386
fifis,3.1906734,6.630745
fifth,3.2234504,275799.562687
fifty,3.3326783,422288.019019
figgy,3.034518,39.627708
fight,3.7436948,378253.748460
figos,4.6224446,6.846692
fiked,4.269424,4.741339
fikes,4.8739185,7.428786
filar,4.8384533,277.650046
filch,3.8589573,617.122314
filed,4.677655,599746.818521
filer,4.903684,2338.819605
files,5.2798195,210456.217878
filet,4.8556056,1805.936455
filii,2.85325,1012.340894
filks,4.5291977,17.251839
fille,4.0621343,1795.834932
fillo,3.7490895,30.183530
fills,4.1169004,48943.149005
filly,3.4925156,3235.202532
filmi,3.3842094,67.380410
films,4.642269,225991.510169
filmy,4.022175,2324.965602
filon,4.492348,47.104264
filos,4.99003,59.255583
filth,4.1574388,16765.923386
filum,4.0226927,646.084846
final,4.6712003,1001215.481553
finca,4.402361,424.661648
finch,3.8193429,2089.746890
finds,4.6559615,312082.912304
fined,4.645147,38525.351708
finer,4.887966,56437.515002
fines,5.240401,61394.642444
finis,4.0928817,1673.565482
finks,4.491193,188.362295
finny,3.4393065,743.285720
finos,4.950616,56.340675
fiord,4.5681853,1465.085476
fiqhs,3.6606348,1.609500
fique,3.735304,44.673673
fired,4.830736,156097.174405
firer,4.204443,599.546624
fires,5.423633,115251.739756
firie,4.2267456,63.431915
