word,bits,freq
odors,4.3993363,16398.238088
odour,3.8278444,19473.529901
odums,4.6484494,0.0
odyle,4.662581,25.465770
odyls,4.731827,0.0
ofays,4.660404,24.487361
offal,3.604121,5265.882715
offed,3.5995514,169.172993
offer,3.853649,710662.794765
offie,3.8033845,36.855228
oflag,4.1929235,13.945058
often,4.6086516,2367165.666448
ofter,4.7309213,846.555984
ofuro,3.4780023,25.127012
ogams,4.899466,17.010030
ogeed,3.9437976,12.098496
ogees,4.537402,50.970814
oggin,3.6010559,10.628704
ogham,4.084671,157.549787
ogive,4.233502,680.355879
ogled,4.679622,523.304459
ogler,4.906534,22.994913
ogles,5.2789574,147.629525
ogmic,3.961273,4.054968
ogres,5.4248033,1102.501860
ohelo,4.005753,31.447380
ohias,5.308092,11.799624
ohing,4.2031326,15.895382
ohmic,4.0729837,4337.240810
ohone,4.1410365,18.860881
oicks,4.756244,2.188321
oidia,4.2024803,110.189880
oiled,5.1778855,11274.621080
oiler,5.400511,2471.968016
oilet,5.353644,25.530463
oinks,5.0209374,23.488727
oints,5.378269,805.356696
oiran,5.307754,27.259102
ojime,4.2430196,33.764386
okapi,4.4303484,263.175596
okays,4.808195,145.241073
okehs,4.762386,3.809937
okies,5.323551,12.303950
oking,4.0900364,145.586023
okole,4.0650396,10.277393
okras,5.2962174,35.341692
okrug,4.0752826,288.290340
oktas,5.1016884,75.088021
olate,5.424904,139.610690
olden,4.987759,9591.421879
older,5.0871725,477047.285195
oldie,5.074896,256.039817
oldly,3.6827092,17.161499
olehs,5.1754065,0.0
oleic,4.82757,5184.821446
olein,5.091386,552.577233
olent,5.033252,78.634449
oleos,4.767204,30.064711
oleum,4.6445875,1098.932338
oleyl,3.9766762,235.273666
oligo,3.7957902,1637.872416
olios,4.614127,50.775038
oliva,4.496775,135.267505
olive,4.6322174,74090.699868
ollas,4.767594,310.881252
ollav,3.687088,11.230017
oller,4.509983,168.104027
ollie,4.4948597,94.607889
ology,3.5854797,1648.584372
olona,4.2890196,76.469301
olpae,5.1846943,2.734835
olpes,5.4249034,2.141032
omasa,4.333264,10.971720
omber,4.67656,25.967104
ombre,4.674537,800.014903
ombus,4.4815063,5.408941
omdah,4.350166,6.536637
omdas,5.0762396,13.279139
omdda,3.7670226,0.0
omdeh,4.4625664,14.322567
omees,4.6702223,5.518739
omega,4.6432395,6510.784069
omens,5.2042317,5657.798775
omers,5.341745,125.064775
omiai,4.0746803,26.725811
omits,5.090816,14333.982289
omlah,4.557538,14.376889
ommel,4.107769,4.906129
ommin,3.7532225,6.244785
omnes,5.3745923,5687.538517
omovs,3.6395397,0.0
omrah,4.7113175,19.357628
omuls,4.8816013,6.917534
oncer,4.9516296,92.744515
onces,5.300637,116.675346
oncet,4.885399,177.802939
oncus,4.759685,7.350661
ondes,5.361767,283.101038
ondol,3.7698855,48.639861
onely,4.808438,7512.999164
oners,5.513045,639.585303
onery,4.9108224,57.073798
ongon,2.8340802,32.652562
onion,3.2875502,40441.897375
onium,4.4037895,360.516196
onkus,4.6563754,1.613265
onlap,4.74937,461.445597
onlay,4.847343,347.102792
onmun,3.571344,7.319476
onned,4.2117968,10.916666
onsen,4.5573673,173.007286
onset,5.3554792,102177.301195
ontal,4.946597,63.100623
ontic,4.486097,1088.938266
ooaas,4.180237,0.096991
oobit,3.888989,2.415250
oohed,4.0163665,218.561666
ooids,4.5078197,560.197872
oojah,3.3455381,3.384629
oomph,3.3949878,433.950104
oonts,4.5860734,9.049731
oopak,3.8196077,1.249018
ooped,4.1287704,7.529422
oopsy,3.923893,6.039266
oorie,4.759408,3.746436
ooses,4.195979,14.949724
ootid,4.0863485,30.909568
ooyah,3.8626928,0.0
oozed,3.6386688,3146.598069
oozes,4.2356462,2205.078131
oozie,3.8538375,20.788323
oozle,3.799126,2.800727
opahs,4.9367194,4.356733
opals,5.2768917,970.982318
opens,5.2075996,110754.543901
opepe,3.3725357,13.294049
opera,5.1043406,92549.950134
opery,4.7423306,43.312914
opgaf,3.9449303,0.0
opihi,3.4994986,41.872896
opine,4.968412,1596.221737
oping,4.231274,789.870368
opium,4.2234387,43755.792432
oppos,3.3864646,320.033785
opsat,5.054647,2.211720
opsin,4.797192,722.677376
opsit,4.863341,10.579843
opted,4.7574205,18365.954124
opter,5.022277,50.356141
optic,4.3073134,47623.170786
opzit,3.9186306,0.0
orach,4.6513233,86.918224
oracy,4.8036056,156.056710
orals,5.650476,373.586518
orang,4.8193245,2240.276767
orans,5.623672,100.905671
orant,5.2047424,128.693721
orate,5.5660076,723.896902
orbat,4.898807,7.504923
orbed,4.848979,586.340546
orbic,4.3816705,43.741624
orbit,4.7083964,80996.736798
orcas,5.412857,351.582421
orcin,4.738929,109.606506
order,4.3816953,3910046.672714
ordie,5.214182,25.832177
ordos,4.4685926,25.685957
oread,5.3022723,57.811437
orfes,5.269446,3.326884
orful,4.248326,101.484135
organ,4.848576,177820.616445
orgia,4.9145336,95.281986
orgic,4.3864803,5.310163
orgue,4.816996,224.444151
oribi,3.8732562,102.998223
oriel,5.399581,937.251046
origo,3.9373753,570.112749
orixa,4.4604607,26.889159
orles,5.786144,14.932432
orlon,4.1390285,149.843935
orlop,3.9417968,285.771701
ormer,4.3577356,474.536599
ornee,4.7078924,57.444824
ornis,5.4696527,62.495539
orped,4.953058,5.075839
orpin,4.7560024,18.693005
orris,4.764722,813.886341
ortet,4.576147,37.049913
ortho,3.8268487,7595.325360
orval,4.574932,13.948140
orzos,3.9241426,1.170641
osars,4.7499113,38.414291
oscar,5.0233126,357.176931
osetr,5.2649636,11.257599
oseys,4.289715,0.0
oshac,4.5052104,1.433834
osier,5.454724,1211.324850
oskin,4.5617356,3.012431
oslin,4.940706,33.862506
osmic,4.4447017,1178.268622
osmol,3.9109359,78.692688
osone,4.508821,31.655445
ossia,4.4116907,176.673043
ostia,5.155003,821.451444
otaku,4.420436,294.442143
otary,4.945037,49.585031
other,4.8515053,13955870.848673
othyl,4.0541906,15.115695
otium,4.39785,509.094192
ottar,4.33949,48.549803
otter,4.425635,10372.158527
ottos,3.615791,36.419176
oubit,4.453836,7.165857
ouche,4.470318,26.287405
oucht,4.1335483,24.525784
oueds,5.2142,22.956841
ouens,5.3783894,34.603567
ought,4.057433,589624.167333
ouija,4.183465,255.179157
oulks,4.8424687,3.024495
oumas,5.2052436,3.936423
ounce,4.8124657,58569.631664
oundy,4.371588,3.475035
oupas,5.189366,2.546848
ouped,4.705053,16.440711
ouphe,4.5121946,7.068697
ouphs,4.613525,5.561860
ourey,5.092476,1.609824
ourie,5.287515,15.662352
ousel,5.309811,126.953715
ousia,5.1474943,694.237043
ousts,4.404064,352.825138
outby,4.16853,319.584766
outdo,3.7474833,3246.662421
outed,4.9190474,626.149230
outen,5.058124,478.622832
outer,5.177996,296506.332667
outgo,3.583405,2106.760276
outie,5.100971,36.031304
outre,5.1842923,939.763628
outro,4.049385,266.981154
outta,4.163731,3652.244875
ouzel,4.3693447,235.030725
ouzos,3.6973326,10.025890
ovals,4.910645,2505.371613
ovary,4.398946,31567.383403
ovate,4.7870092,24705.098032
ovels,4.8761735,26.764256
ovens,4.838047,20298.408610
overs,4.972063,5248.126887
overt,4.547447,36464.298407
ovine,4.5855064,2138.031856
ovism,4.2263618,11.215578
ovist,4.4806476,18.578730
ovoid,3.4283135,9859.341213
ovoli,3.4751735,11.795446
ovolo,2.6769416,347.969471
ovule,4.4091268,3596.380561
oware,5.0022416,12.132326
owari,4.6490474,15.204920
owche,4.050402,7.457841
owers,5.087533,1079.165357
owies,5.2078533,12.669310
owing,3.9735754,243306.786031
owled,4.5549397,14.940113
owler,4.7782035,65.214231
owlet,4.7288885,323.418147
owned,4.530428,448792.519145
owner,4.769026,546561.477529
ownio,3.589328,5.517293
owres,5.2988386,12.673973
owrie,4.908241,8.500238
owsen,4.867911,27.311225
oxbow,2.3794334,639.333943
oxeas,4.9357705,126.834699
oxers,4.827671,16.166872
oxeye,3.398579,108.099265
oxide,4.2839627,165200.921662
oxids,4.3879576,216.417289
oxies,4.941925,4.488111
oxime,4.23413,2231.836387
oxims,4.3329225,3.339835
oxine,4.4403777,515.149490
oxlip,3.8750002,62.338859
oxman,4.0465965,4.977996
oxmen,4.1715927,8.602234
oxter,4.4945045,58.046117
oyama,3.9135537,20.193290
oyers,5.334867,65.159026
ozeki,3.9623644,16.198946
ozena,4.487601,207.736226
ozone,3.6994045,43097.437521
ozzie,3.589324,34.534145
paaho,4.000994,2.943157
paals,4.743372,7.282797
paans,4.7000513,23.385462
pacai,4.096076,3.707380
pacas,4.5206604,65.941469
pacay,3.9100504,8.900269
paced,4.948691,20934.530229
pacer,5.206661,791.287976
paces,5.5438995,20950.560988
pacey,4.930654,33.277969
pacha,3.7000902,678.144862
packs,4.806676,25189.258197
packy,4.2001314,8.097803
pacos,5.2478223,61.499863
pacta,4.0579805,484.785083
pacts,5.181586,4094.991617
padam,3.8981225,140.736993
padas,4.5967603,308.358206
paddo,4.030652,5.183647
paddy,3.8143904,17479.900890
padis,5.349672,21.457804
padle,5.1888924,6.799521
padma,3.8754873,259.010201
padou,4.655254,1.436488
padre,5.2966666,3438.260462
padri,4.95045,113.225150
paean,4.554624,1808.383824
paedo,5.064579,44.224249
paeon,5.2400107,89.381518
pagan,3.956862,33623.516998
paged,4.8634973,2817.352636
pager,5.1218286,2082.511520
pages,5.461759,517428.079813
pagle,5.038521,2.832017
pagne,5.000719,167.824507
pagod,4.6039085,59.132349
pagri,4.7919755,75.473435
pahit,4.7573023,18.846769
pahos,5.16146,49.786695
pahus,4.941267,4.368505
paiks,5.1977344,79.195289
pails,5.5648656,6277.525007
pains,5.5103555,96457.114793
paint,5.0816307,159502.839652
paipe,4.5990496,3.453812
paips,4.6892605,3.697340
paire,5.5754,898.030194
pairs,5.6619177,166972.990798
paisa,4.6198893,537.275389
paise,5.6348042,1932.603401
pakay,3.8025098,8.074721
pakka,3.0725863,124.684997
pakki,3.7835972,21.193098
pakua,3.7867985,12.307803
pakul,4.467396,5.902255
palak,4.0055723,56.667458
palar,4.4613004,30.100025
palas,4.803953,197.983943
palay,4.194574,651.204028
palea,4.7058682,1303.229184
paled,5.2316375,4674.309945
paler,5.4598384,18033.157236
pales,5.8320146,2578.821107
palet,5.407923,275.263679
palis,5.5594854,56.042848
palki,4.6881742,96.020512
palla,3.5576134,255.579302
palls,4.6963954,757.566911
pallu,4.039129,67.954661
pally,4.0833635,472.430159
palms,5.216701,42209.495488
palmy,4.6080747,1424.670121
palpi,4.17867,6939.458278
palps,4.5977526,1295.214595
palsa,4.5285654,84.056600
palsy,5.0345078,14705.000835
palus,5.3116856,138.029646
pamby,4.212949,417.588032
pampa,3.211629,649.347056
panax,3.5668528,53.271128
pance,5.09779,25.071903
panch,4.4056416,223.133499
panda,4.1154804,1627.390184
pands,5.23385,57.868842
pandy,4.6361575,32.442033
paned,5.198375,853.894054
panel,5.343962,218726.322495
panes,5.7933435,9245.008395
panga,3.9440958,240.445078
pangs,5.071621,9384.575088
panic,4.772007,73834.270087
panim,4.831407,76.219409
panir,5.203202,22.496658
panko,4.6747947,296.935406
panks,5.0697927,9.079157
panna,3.5084093,261.058532
panne,4.579805,283.703786
panni,4.2182417,136.512565
panny,4.031956,27.291605
pansy,4.9961042,1430.235735
panto,5.033177,262.718426
pants,5.4256544,48318.582531
panty,4.821758,1183.915362
paoli,5.1023874,41.921113
paolo,4.3385954,68.919632
papad,3.3500218,68.956478
papal,3.4524956,27469.091639
papas,3.9173641,485.891305
papaw,2.9434419,362.146839
paper,4.599994,1481486.529470
papes,4.941241,95.538716
papey,4.3238125,2.089893
pappi,3.278162,124.332467
pappy,3.0871723,506.818237
papri,4.2707996,13.834575
parae,4.881182,38.660941
paras,4.949702,14296.682698
parch,4.5956354,504.427136
parcs,5.3396096,66.945420
pardi,5.018106,33.445491
pards,5.4223413,149.482278
pardy,4.8287835,480.932885
pared,5.3815784,8837.567418
paren,5.506305,424.471897
pareo,5.5561957,45.922436
parer,4.757511,184.114114
pares,5.972347,1518.106537
pareu,5.3104143,69.110196
parev,4.909287,5.831689
parge,5.2046304,24.923040
pargo,4.8772836,37.005725
parid,5.149323,11.009236
paris,5.70093,3004.376170
parka,4.1338544,2064.080328
parki,4.8404164,49.316398
parks,5.255173,85628.874097
parky,4.651571,34.573800
parle,5.5320015,1395.449980
parly,4.989359,1017.789115
parma,4.236895,195.778005
parmo,4.972326,3.260753
parms,5.3607326,54.997609
parol,5.208921,18013.594846
parps,4.7446036,4.905728
parra,3.722981,76.967749
parrs,4.8520184,143.497088
parry,4.248296,3122.272159
parse,5.7214246,3880.863689
parte,5.554888,47050.475260
parti,5.2000256,5369.126272
parts,5.6118608,1348992.856761
party,5.01162,1532097.892998
parve,4.9122734,84.270086
parvo,4.5912666,555.923716
pasag,4.1965456,2.091756
pasar,4.6786356,373.983030
pasch,4.6370635,80.166602
paseo,5.5823536,248.602584
pases,5.035797,249.018499
pasha,4.187811,1994.100638
pashm,4.6369715,42.812885
paska,4.162087,17.431080
pasmo,5.010544,58.738684
paspy,4.153436,2.183938
passe,4.803674,5961.594771
passu,4.244475,2750.909334
pasta,4.5212827,15472.479660
paste,5.583131,54454.090780
pasts,4.665438,2584.767993
pasty,5.0199676,4088.494203
patas,4.7678676,337.007089
patch,4.4016724,71646.173465
pated,5.1823773,1246.806987
patee,4.7062616,72.415340
patel,5.3417244,199.684471
paten,5.3225055,1163.909678
pater,5.4455814,2844.205969
pates,5.787752,712.417838
paths,5.0885863,109013.589451
patia,4.39551,31.685111
patin,5.040989,44.927697
patio,5.081885,13837.586365
patka,3.9388587,31.961340
patly,4.8184085,52.290968
patsy,4.995346,488.844006
patta,3.529401,565.994394
patte,4.5994782,165.989861
pattu,4.012123,110.592023
patty,4.0512457,1506.803103
patus,5.276813,13.114504
pauas,4.667864,4.593297
pauls,5.3331776,141.309466
pause,5.405497,88958.291336
pauxi,4.070426,8.673370
pavan,3.6887047,158.150536
pavas,4.169691,6.468514
paved,4.581027,40506.522102
paven,4.715649,93.291065
paver,4.8384104,1028.924737
paves,5.1821604,2007.788495
pavid,4.3572674,27.762780
pavie,4.8197665,5.296256
pavin,4.439667,81.764489
pavis,4.921615,22.782665
pavon,4.4131536,15.188479
pavvy,3.2935133,1.454772
pawas,4.2731643,5.884565
pawaw,2.9156513,3.404149
pawed,4.7012143,1652.862418
pawer,4.957871,36.617514
pawks,4.5775642,1.695503
pawky,3.9642391,167.829625
pawls,4.9434566,1701.925388
pawns,4.906584,3694.113561
paxes,5.024346,39.131513
payed,4.9418964,1842.758222
payee,4.448564,21200.606640
payer,5.1961155,10533.835426
payor,4.939473,6870.955564
paysd,4.7926297,2.801148
peace,4.399865,747973.844963
peach,4.676629,28961.398984
peage,4.3201504,37.306970
peags,5.346922,1.677175
peake,4.303267,164.385812
peaks,5.3306456,84745.032684
peaky,4.7096696,270.347148
peals,5.7056446,3497.742095
peans,5.6576967,196.581166
peare,4.7806873,251.850285
pearl,5.3372545,29424.406141
pears,5.801222,21706.410647
peart,5.3907614,159.681854
pease,4.8444734,2135.785598
peasy,5.2417216,141.258478
peats,5.692196,1942.336843
peaty,5.0790715,2778.528729
peavy,4.4394045,35.259348
peaze,3.9283319,14.959379
pebas,5.3254633,0.0
pecan,4.9515862,5405.719147
pechs,4.773577,4.549915
pecia,5.0150237,97.704440
pecke,3.735119,40.581084
pecks,4.754847,2128.949536
pecky,4.139119,77.211667
pects,5.1294646,924.240769
pedal,5.0454726,18737.989305
pedes,4.6018605,855.044287
pedis,5.29784,1486.013010
pedon,4.8192186,842.902493
pedos,5.2948904,8.549499
pedro,4.9581976,170.037982
peece,3.4042215,1130.651231
peeks,4.347092,1044.689707
peeky,3.727371,12.098753
peels,4.720888,3226.947382
peely,4.1032233,14.946625
peens,4.6767707,20.044381
peent,4.249693,29.457628
peeoy,4.1694765,0.0
peepe,2.7990525,55.155945
peeps,3.837997,1814.192084
peepy,3.2232666,10.347510
peers,4.8169136,64960.870274
peery,4.2067733,14.975684
peeve,3.0299995,316.681885
peevo,3.7007387,1.878077
peggy,3.5728776,115.953556
peghs,4.7138352,0.0
pegma,4.62052,35.483010
pegos,5.142788,2.982334
peine,4.4535856,1061.924532
peins,5.473543,18.022370
peise,4.6696944,29.265472
peisy,5.058225,0.0
peize,3.7542322,16.124334
pekan,4.8368807,31.756838
pekau,4.6293316,2.419621
pekea,4.241453,2.971986
pekes,4.4254107,10.447475
pekid,4.527571,1.840367
pekin,4.637581,39.808614
pekoe,4.0810237,129.086549
pelas,5.7148848,100.261490
pelau,5.037993,13.641388
pelch,4.39703,2.853956
peles,4.833722,29.621892
pelfs,4.8956623,2.621237
pells,4.656984,74.643889
pelma,4.991319,9.182240
pelog,4.7151937,162.856202
pelon,5.019596,13.223201
pelsh,4.888758,0.0
pelta,5.2366066,141.152727
pelts,5.416814,5301.965753
pelus,5.264939,3.461178
penal,5.2160163,48331.503142
pence,4.0976567,22891.989649
pends,5.1818895,756.337469
pendu,4.545772,112.996804
pened,4.202475,1421.606919
penes,4.797263,706.466445
pengo,4.6646814,171.880083
penie,4.46626,62.491583
penis,5.4805818,29744.691061
penks,5.0195017,2.203140
penna,4.4179177,230.841860
penne,3.5790093,627.863574
penni,4.189585,77.862639
penny,3.982762,47596.634607
pense,4.5475984,2211.446036
pensy,4.939418,5.967468
pents,5.3772297,68.176582
peola,5.2946987,2.352961
peons,5.506976,2131.813375
peony,4.8940344,1829.080711
pepla,4.3640575,10.225661
peple,3.5170867,729.901011
pepon,4.1473074,7.183841
pepos,4.6254797,10.699515
peppy,3.039033,435.098420
pepsi,4.32487,45.757933
pequi,3.9069016,14.153023
perae,4.84772,3.725792
perai,5.4224634,14.979677
perce,4.2873273,489.166981
perch,4.5461564,21594.693152
percs,5.293758,756.355773
perdu,4.734443,1203.414635
perdy,4.7680564,60.620921
perea,4.806434,5.313591
peres,4.97884,276.368175
perfs,5.040332,200.863173
peril,5.1984453,43751.231874
peris,5.660605,176.944644
perks,5.20458,3145.150330
perky,4.591143,1665.323392
perle,4.5330043,280.966026
perls,5.548892,22.085907
perms,5.317649,302.153152
permy,4.707726,8.231349
perne,4.516739,22.554018
perns,5.5236883,46.164213
perog,4.866219,1.767660
perps,4.698134,224.323261
perry,4.195325,936.480737
perse,4.7264466,2198.170399
persp,4.4593816,50.600769
perst,5.3334403,36.598522
perts,5.562698,376.298713
perve,3.913652,40.399460
pervo,4.574135,9.467689
pervs,4.936023,44.832130
pervy,4.3246665,92.043117
pesch,4.5837255,3.709120
pesky,4.5943713,1750.407656
pesos,4.7200975,22783.525200
pesta,5.4131646,41.253241
pesto,5.239457,1415.236919
pests,4.6187162,40580.782434
pesty,4.960537,59.954492
petal,5.211237,7432.851884
petar,5.346321,37.033344
peter,4.44907,2785.906631
petit,4.274561,11220.094958
petos,5.4726667,13.720567
petre,4.478399,378.885812
petri,5.0889416,2935.065439
petti,4.2052546,102.059848
petto,4.250393,335.102609
petty,3.9986472,60712.073771
pewed,3.7024016,86.001217
pewee,3.1734295,245.045997
pewit,4.5586553,45.773983
peyse,4.2687616,6.355511
pfftt,2.326301,2.989949
phage,4.627554,13084.231286
phang,4.1925693,21.292343
phare,5.081099,58.519303
pharm,4.4578385,853.631530
phase,5.1496077,683086.083135
phasm,4.5599523,5.490576
pheer,4.087581,7.223551
pheme,3.7293267,37.452894
phene,3.940016,83.480546
pheon,4.6285806,39.170069
phese,4.157706,23.524053
phial,4.6963863,2440.092129
phies,5.2539225,143.170515
phish,3.7589626,38.016494
phizz,2.7532415,9.685398
phlox,3.6749074,1123.364099
phobe,4.433516,71.835932
phoca,4.4055624,72.293581
phone,4.780316,288172.044635
phono,3.6264641,1126.717510
phons,4.8482466,214.420628
phony,4.2474556,6214.626067
phooh,2.8485253,2.512994
phooo,2.902517,1.747503
phota,4.6949863,7.860722
photo,3.6709223,114380.328194
phots,4.8891125,37.556052
photy,4.288713,2.856915
phpht,2.5376604,0.0
phubs,4.2381673,0.0
phuts,4.627087,3.625610
phutu,3.301636,3.842266
phwat,4.1091776,41.308615
phyla,4.312319,1919.306325
phyle,4.4128065,112.985870
phyma,4.0579147,12.670471
phynx,3.2282395,1.542759
physa,4.4889555,44.485551
piais,4.7264643,3.700767
piani,4.1898465,82.339550
piano,5.0161295,97165.639327
pians,5.440102,182.775898
pibal,4.6412444,60.932302
pical,4.741148,242.872228
picas,5.1995206,1020.027459
piccy,3.4268262,4.669338
picey,4.675924,1.540439
pichi,3.2943988,39.739924
picks,4.5335402,28915.263267
picky,3.9163375,1631.310311
picon,4.5244703,16.551861
picot,4.5845523,287.768316
picra,4.845248,23.420606
picul,4.2988257,1304.978859
piece,4.159821,568830.095385
pieds,5.2477083,853.966216
piend,4.8342276,8.945040
piers,5.5505033,33701.850498
piert,5.1341457,28.266134
pieta,5.229076,206.416689
piets,5.4430447,6.019517
piety,4.8235965,49671.371508
piezo,4.3190155,1781.628654
piggy,3.343085,1916.395554
pight,4.052794,154.001207
pigly,4.2187443,2.920248
pigmy,3.9627006,1501.228006
piing,3.5295758,6.724883
pikas,5.1005244,229.121573
pikau,4.416043,5.730636
piked,4.5748305,216.786328
pikel,4.7373886,6.272823
piker,4.8336153,204.484100
pikes,5.18256,4165.695335
pikey,4.5540004,22.943326
pikis,4.0495424,7.371494
pikul,4.1919546,154.103936
pilae,5.4009686,100.306050
pilaf,4.519444,412.698972
pilao,5.0594263,11.982506
pilar,5.15192,126.284843
pilau,4.8111467,159.610040
pilaw,4.522134,21.885276
pilch,4.171541,146.824239
pilea,5.3761773,18.173703
piled,4.9874277,37354.497562
pilei,4.3453403,176.409669
piler,5.215068,233.990021
piles,5.5918636,54098.681419
piley,4.9683886,3.184577
pilin,3.9410598,271.617968
pilis,4.439895,439.813692
pills,4.4289584,27764.987771
pilon,4.8001246,124.692062
pilot,4.8688626,183943.267527
pilow,4.325116,8.971111
pilum,4.3312674,211.633798
pilus,5.0369062,600.329550
pimas,5.24414,3.742426
pimps,4.07633,2026.196908
pinas,5.4503927,24.770496
pinax,4.250477,56.311305
pince,4.833115,1006.972835
pinch,4.1264253,27035.028244
pinda,4.794788,140.942636
pinds,4.958899,6.521237
pined,4.948679,2289.166890
piner,5.1934395,16.191634
pines,5.5478373,27452.649097
piney,4.9277267,609.478567
pinga,4.6230493,47.168950
pinge,4.745841,41.758736
pingo,4.436564,192.124751
pings,4.7960486,787.826816
pinko,4.434613,132.907046
pinks,4.794141,3575.938775
pinky,4.177111,1355.589277
pinna,4.1875486,2346.166540
pinny,3.746534,131.159980
pinol,4.8005195,31.907422
pinon,4.014179,630.439227
pinot,4.8328853,600.799039
pinta,4.979922,252.903884
pinto,4.792422,1514.098265
pints,5.1489825,11110.109053
pinup,3.6757135,294.993630
pions,5.2841234,3475.469627
piony,4.667858,22.066225
pious,5.13789,55109.262136
pioye,4.9149094,2.187913
pioys,4.992826,1.298995
pipal,4.142117,331.670158
pipas,4.6021075,20.822281
piped,4.0985947,11565.908527
piper,4.354328,3498.137057
pipes,4.699368,121187.058849
pipet,4.280798,2248.101662
pipid,2.9849098,19.364115
pipis,3.5497894,34.567972
pipit,3.1228337,361.583413
pippy,2.8092463,12.540595
pipul,3.6989956,21.280974
pique,4.047553,3994.267571
piqui,2.863372,18.828210
pirai,4.393194,12.541746
pirks,4.985755,3.531653
pirls,5.323613,10.577975
pirns,5.297121,122.932318
pirog,4.653072,15.726290
pirre,4.535895,3.948719
pirri,3.332793,23.865861
pirrs,4.584281,1.615928
pisco,4.7453427,199.707000
pises,4.7929006,16.600097
pisky,4.378262,18.948064
pisos,4.503259,48.505257
pissy,3.9698439,362.858930
piste,5.327902,389.305153
pitas,5.44949,133.428080
pitch,4.12598,126612.957503
piths,4.8116517,63.373946
pithy,4.2006464,3972.942314
piton,4.7733192,293.133923
pitot,4.0507665,1869.230011
pitso,4.9943266,39.539952
pitsu,4.704949,2.354663
pitta,4.2115784,646.450166
pittu,3.734013,11.039051
piuma,4.591177,12.333393
piums,4.800133,13.682044
pivos,4.661714,4.207196
pivot,4.229707,25632.814542
pixel,4.3378506,24725.788356
pixes,4.778891,24.921851
pixie,3.573998,1064.828212
piyut,4.309511,23.728472
pized,4.2333307,2.659863
pizer,4.4884133,4.326498
pizes,4.834167,3.001494
pizza,3.331375,18868.710201
plaas,4.671213,140.720055
place,5.0031085,3636546.060187
plack,4.259367,131.412274
plaga,3.8655434,186.643840
plage,4.9233866,595.386315
plaid,4.8737283,6557.596600
plaig,4.6343536,8.786992
plain,4.9415197,365114.280172
plait,5.0023813,2930.298349
planc,4.5521483,66.676375
plane,5.2197847,396801.481329
planh,4.5546074,26.161650
plank,4.487593,26944.450944
plans,5.286608,709871.849439
plant,4.846953,1173886.793103
plaps,4.4751964,4.484230
plash,4.8039885,721.438787
plasm,4.8464813,2988.414739
plast,5.0945797,444.258738
plate,5.2712593,466399.627517
plats,5.3361526,10374.702403
platt,4.1197824,213.133549
platy,4.734511,2497.174484
plaud,4.6257315,34.161584
plaur,4.850551,4.941066
plavs,4.709968,173.073215
playa,3.9154663,1730.217566
plays,5.0252748,252916.071326
plaza,3.4714973,12874.194762
plead,5.008449,48215.067054
pleas,5.5847383,36493.844139
pleat,5.1541443,997.462134
plebe,3.888958,512.861060
plebs,4.9069242,1683.435069
pleck,4.2093887,7.528491
pleep,3.415458,5.542867
plein,4.911165,1103.297310
plena,5.065442,1057.357471
plene,4.2275224,440.070162
pleno,4.893658,431.530685
pleon,4.915129,382.639635
plesh,4.7556415,4.319249
plets,5.286826,36.972446
plews,4.7544365,28.334082
plexi,4.077828,197.385208
plica,4.702975,803.596217
plied,4.950477,10372.871319
plier,5.1797996,455.819383
plies,5.5553994,7085.790576
pligs,4.794958,1.699412
plims,4.8900456,3.831974
pling,4.2578306,502.664054
plink,4.2761993,188.330122
plips,4.276187,3.262325
plish,4.601242,414.729695
ploat,5.0187187,3.279744
ploce,4.841141,184.065271
plock,4.0901475,27.670337
plods,4.9874806,542.487715
ploit,4.8330903,56.766575
plomb,4.074333,193.960598
plong,4.3083763,17.516070
plonk,4.3207126,283.992442
plook,3.620922,5.645258
ploot,3.9885242,6.081604
plops,4.3116555,382.173588
plore,5.197768,187.090897
plots,5.1740546,110640.994118
plotz,4.0080013,18.479572
plouk,4.2261796,2.088333
plout,4.5907197,5.094260
plows,4.6335526,7744.222312
plowt,4.1925936,1.402623
ploye,4.8138247,108.721190
ploys,4.867972,1219.167982
pluck,3.8278515,14471.957749
pluds,4.7250843,1.470005
plues,5.3227177,5.244309
pluff,3.033163,26.214811
plugs,4.566409,21980.327225
pluke,4.490468,4.283217
plumb,3.8025854,7479.581915
plume,4.594735,20178.236728
plump,3.3262713,17213.536721
plums,4.659278,13282.527729
plumy,4.0491858,307.528842
plung,4.0394177,73.859698
plunk,4.056127,570.964405
pluot,4.593616,8.680344
plups,4.04839,2.720783
plush,4.376126,7805.442365
plute,4.8528056,44.200224
pluto,4.562003,154.488321
pluty,4.304596,1.672797
plyer,4.799977,13.178083
pneus,5.0473447,32.026403
poach,4.5096574,1063.318612
poaka,4.044678,11.299156
poake,5.0552735,5.594831
poalo,4.3072686,1.911752
pobby,3.3836842,3.454662
poboy,3.4896748,5.513823
pocan,4.7679615,6.673934
poche,4.5712,241.174935
pocho,3.4009066,57.443020
pocks,4.6099405,354.299495
pocky,4.001904,66.509702
podal,4.8661184,41.583235
poddy,3.6158211,40.357980
podex,4.241622,25.219776
podge,4.640632,891.258988
podgy,4.103892,294.310993
podia,4.901591,335.419516
podos,4.281548,33.553957
podus,4.9161844,7.268122
poems,5.2585287,162192.723621
poena,5.222796,783.736037
poeps,4.6366496,0.095174
poesy,5.0580993,2244.678901
poete,4.4986606,470.687718
